claim_id,page_url,source_claim,parameter_id,environment,claim_type,current_production_statement,evidence_statement,source_registry_ids,decision,decision_reason,production_action,review_date
c487151a4894902f,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,,,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
3e38d7608fe37c76,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,,,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
5a829d91bd7ebc5b,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,,,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
88e5700847d5b324,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,,,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
bca9e28cdc707397,reference/ph-table.html,High alkalinity (above 150 ppm) makes pH much harder to lower — may need 2–3x these doses.,ph,,,High alkalinity (above 150 ppm) makes pH much harder to lower — may need 2–3x these doses.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
27b6f2ce18fec06a,reference/total-alkalinity-explained.html,"About 1.4 pounds per 10,000 gallons raises TA by approximately 10 ppm.",total_alkalinity,,,"About 1.4 pounds per 10,000 gallons raises TA by approximately 10 ppm.",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).",NO_PRODUCTION_ACTION,2026-08-18
3a08e9bb77078ed5,reference/water-replacement-guidelines.html,"Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…",calcium_hardness,,,"Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
3c267722d496be40,reference/water-replacement-guidelines.html,"Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…",salt,,,"Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
042f33d1e19c4ff0,reference/water-replacement-guidelines.html,"Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…",salt,,,"Partial Drain Triggers Parameter Trigger Level Recommended Action CYA Above 80 ppm Partial drain (25–50%) and refill Calcium Hardness Above 500 ppm Partial drain (25–30%) and refill TDS (hot tubs) 1,500 ppm over baseline Complete water change TDS (pools) Above 3,000 ppm (non-salt) Partial drain (25%…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
2efabcfd1b09a551,resources/pool-closing-checklist.html,Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…,ph,,,Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
1e5feca770e62a2a,resources/pool-closing-checklist.html,Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…,ph,,,Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
303d88fbef65b8b6,resources/pool-closing-checklist.html,Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…,calcium_hardness,,,Print This Page &#8592; All Resources &#10003; Printable &#10003; Free Download &#10003; Letter & A4 Ready &#10003; One Page Preview & Print Chemistry Balance (1–2 Weeks Before) Shock pool with super-chlorination dose Adjust pH to 7.2–7.6 Adjust total alkalinity to 80–120 ppm Adjust calcium hardness…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
