claim_index,url,claim,parameter,minimum,maximum,unit,environment,extraction_status,scientific_review_status,notes
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,combined_chlorine,5,5,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,ph,0,0,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,ph,0,0,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,ph,0.5,0.5,ppm,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,ph,7.2,7.2,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,ph,7.2,7.6,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,ph,7.8,7.8,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,total_alkalinity,60,60,,unspecified,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: total_alkalinity does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,calcium_hardness,80,120180,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,calcium_hardness,150200,400500,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3709,reference/ideal-pool-levels.html,Core Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 1.0 1–3 5 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.6 7.8 pH units Total Alkalinity 60 80–120 180 ppm Calcium Hardness (plaster) 150 200–400 500 ppm Calcium Hardness (vinyl/fibreglass) 100 150–250 400 ppm Cyanuric Acid (st…,cyanuric_acid,100150,250400,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3710,reference/ideal-pool-levels.html,CYA cannot be reduced chemically — partial drain is the only remedy.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3711,reference/ideal-pool-levels.html,Combined chlorine above 0.5 ppm requires shock treatment.,shock_treatment,0.5,0.5,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3712,reference/ideal-pool-levels.html,"Related Calculators Chemical Calculator Sources: Pool & Hot Tub Alliance — Pool & Spa Operator Handbook, 2022 Last reviewed: 2026-06-01",(none),2022,2022,,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3713,reference/ideal-spa-levels.html,"Reference 2 min read Updated 2026-06-01 Ideal Spa & Hot Tub Chemical Levels v2026.07 Hot tub target ranges differ from pool targets due to higher temperatures, smaller volume, and higher bather concentration.",(none),2026.07,2026.07,,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3714,reference/ideal-spa-levels.html,Overview Hot tub water chemistry has tighter acceptable ranges than pool chemistry.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,free_chlorine,2,2,ph_units,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a ph_value value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,bromine,3,5,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: bromine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,bromine,10,10,ppm,hot_tub,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,bromine,3,3,ph_units,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: bromine does not accept a ph_value value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,combined_chlorine,3,6,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: combined_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,combined_chlorine,8,8,ppm,hot_tub,CORRECT_EXTRACTION,AMBIGUOUS,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,ph,0,0,ph_units,hot_tub,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,ph,0,0,ph_units,hot_tub,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,ph,0.5,0.5,ppm,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,ph,7.2,7.2,ph_units,hot_tub,CORRECT_EXTRACTION,SUPPORTED,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,ph,7.2,7.8,ph_units,hot_tub,CORRECT_EXTRACTION,SUPPORTED,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,ph,8,8,ph_units,hot_tub,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,total_alkalinity,60,60,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: total_alkalinity does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,calcium_hardness,80,120150,ppm,hot_tub,CORRECT_EXTRACTION,AMBIGUOUS,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,calcium_hardness,100150,250350,ppm,hot_tub,CORRECT_EXTRACTION,AMBIGUOUS,
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,cyanuric_acid,0,0,,hot_tub,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: cyanuric_acid does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3715,reference/ideal-spa-levels.html,Hot Tub / Spa Parameters Parameter Minimum Ideal Range Maximum Unit Free Chlorine 2.0 3–5 10 ppm Bromine 3.0 3–6 8 ppm Combined Chlorine 0 0 0.5 ppm pH 7.2 7.2–7.8 8.0 pH units Total Alkalinity 60 80–120 150 ppm Calcium Hardness 100 150–250 350 ppm CYA 0 Not required (indoor) 30 ppm TDS over baselin…,cyanuric_acid,30,30,ppm,hot_tub,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3716,reference/ideal-spa-levels.html,"Change hot tub water every 3–4 months or when TDS exceeds 1,500 ppm over baseline.",(none),3,4,,hot_tub,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3716,reference/ideal-spa-levels.html,"Change hot tub water every 3–4 months or when TDS exceeds 1,500 ppm over baseline.",(none),1500,1500,ppm,hot_tub,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3717,reference/ideal-spa-levels.html,Test before every soak — hot tub chemistry changes within hours.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3718,reference/ideal-spa-levels.html,"Related Calculators Hot Tub Chlorine Calculator Hot Tub Ph Calculator Sources: Pool & Hot Tub Alliance — Pool & Spa Operator Handbook, 2022 Last reviewed: 2026-06-01",(none),2022,2022,,both,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
3719,reference/index.html,"Reference Pool Chemistry Reference Quick-access reference tables, target ranges, and dosing data for pool and hot tub water chemistry.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3720,reference/index.html,All Reference Pages Alkalinity Table Calcium Hardness Explained Calculator Directory Chemical Compatibility Chemical Conversion Tables Chemical Safety Chemical Storage Guide Chlorine Effectiveness Chart Chlorine Explained Combined Chlorine Explained Common Pool Chemistry Mistakes Cya Matrix Cyanuric…,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3721,reference/ph-table.html,Reference 2 min read Updated 2026-06-01 Pool pH Adjustment Reference Table v2026.07 Quick reference doses for raising and lowering pool pH. pH adjustment dose depends heavily on total alkalinity.,ph,2026.07,2026.07,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3722,reference/ph-table.html,Overview pH adjustment doses are approximate — total alkalinity significantly affects the amount of chemical needed for a given pH change.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,31.45,31.45,%,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",total_alkalinity,80,120,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,7.8,7.8,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,7.4,7.4,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,8,8,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,7.4,7.4,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,8.2,8.2,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,7.4,7.4,ph_units,pool,CORRECT_EXTRACTION,SUPPORTED,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,8000,8000,gal,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,8,8,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,16,16,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,24,24,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,10000,10000,gal,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,10,10,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,20,20,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
3723,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,30,30,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
