claim_id,entity_id,source_text,claim_type,parameter,value,unit,environment,scenario,extraction_status,scientific_review_status,source_registry_ids,review_required
"ec-stabilizer-0339","stabilizer","Never add to an indoor pool or covered spa.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-stabilizer-0340","stabilizer","Stabilizer is also added gradually by routine use of trichlor tablets.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-pool-salt-0341","pool-salt","Pool salt is 99.8%+ pure sodium chloride (NaCl) sold specifically for use in saltwater pool systems.","numeric_chemistry_claim","salt","99.8","%","pool","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-salt-generic-operating;range-salt-pentair;range-salt-autopilot","no"
"ec-pool-salt-0342","pool-salt","It must be free of additives (no anti-caking agents, iodide, or ferrocyanide) that can stain pools and damage salt cells.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-pool-salt-0343","pool-salt","Sold in 40-lb bags; a typical 20,000-gallon pool requires 350–400 lbs to reach the target 3,200 ppm from zero.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-pool-salt-0344","pool-salt","Salt does not evaporate and only needs replacement after significant water loss.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-cdc-0345","cdc","The CDC provides guidelines on healthy swimming, recreational water illness prevention, disinfection standards for public pools and water parks, and outbreak reporting.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-cdc-0346","cdc","Their Model Aquatic Health Code (MAHC) provides science-based guidance used as the basis for many state pool health codes.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-epa-0347","epa","The EPA regulates the registration, labeling, and use of pesticides and disinfectants in the United States under FIFRA (Federal Insecticide, Fungicide, and Rodenticide Act).","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-epa-0348","epa","Pool disinfectants — including chlorine products, bromine products, and algaecides — are regulated as pesticides by the EPA.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-phta-0349","phta","The Pool & Hot Tub Alliance (formerly APSP) is the primary trade association for pool and spa manufacturers, builders, service technicians, and retailers.","taxonomy_definition_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-phta-0350","phta","PHTA publishes the Pool & Spa Operator Handbook (the industry standard reference for pool chemistry) and the ANSI standards for pool design, construction, and safety.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-phta-0351","phta","PHTA certifications (CPO, ATP) are the recognized professional credentials in the pool industry.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-nsf-0352","nsf","NSF certification marks on pool products indicate independent verification of performance and safety claims.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-taylor-technologies-0353","taylor-technologies","Taylor Technologies is the leading manufacturer of professional pool and spa water test kits (the Taylor K-2006 is the gold-standard residential test kit) and the publisher of the Pool/Spa Water Chemistry book, which is the definitive technical reference for pool chemistry calculations, LSI factors, and treatment formulas.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-taylor-technologies-0354","taylor-technologies","Taylor LSI factor tables and formulas are used as the basis for LSI calculations throughout the industry.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-lamotte-0355","lamotte","LaMotte Company manufactures professional-grade water testing equipment including DPD colorimetric test kits, digital photometers, and test strips for pool and spa use.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-lamotte-0356","lamotte","LaMotte products are widely used by commercial pool operators and certified pool operators for their higher accuracy compared to consumer test strips.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-ppm-0357","unit-ppm","1 ppm = 1 mg/L = 1 part chemical per 1,000,000 parts water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-ppm-0358","unit-ppm","Used for free chlorine, combined chlorine, alkalinity, calcium hardness, CYA, TDS, salt, metals, and phosphates.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-mg-l-0359","unit-mg-l","In dilute aqueous solutions (including pool water), mg/L and ppm are numerically equal: 1 mg/L = 1 ppm.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-mg-l-0360","unit-mg-l","mg/L is the SI unit preferred in scientific contexts, while ppm is the practical shorthand used in pool industry applications.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-gallons-0361","unit-gallons","Pool volume in gallons is used in every chemical dose calculation.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-gallons-0362","unit-gallons","7.48 gallons per cubic foot is the standard conversion used in pool volume formulas.","numeric_chemistry_claim","pool_volume","7.48","gallons","pool","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-unit-liters-0363","unit-liters","1 liter = 0.2642 US gallons = 1,000 milliliters.","numeric_chemistry_claim","pool_volume","1","","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-unit-liters-0364","unit-liters","1 liter = 0.2642 US gallons = 1,000 milliliters.","numeric_chemistry_claim","pool_volume","0.2642","ph_units","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-unit-liters-0365","unit-liters","1 liter = 0.2642 US gallons = 1,000 milliliters.","numeric_chemistry_claim","pool_volume","1000","","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-unit-liters-0366","unit-liters","Used in metric countries for pool volume measurement.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-liters-0367","unit-liters","Chemical concentrations in mg/L are equivalent to ppm.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-fahrenheit-0368","unit-fahrenheit","Fahrenheit is the US standard for temperature measurement.","taxonomy_definition_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-fahrenheit-0369","unit-fahrenheit","Pool temperature targets: 78–84°F (residential pools), 100–104°F maximum (hot tubs).","numeric_chemistry_claim","water_temperature","78-84","°f","pool","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-unit-fahrenheit-0370","unit-fahrenheit","Pool temperature targets: 78–84°F (residential pools), 100–104°F maximum (hot tubs).","numeric_chemistry_claim","water_temperature","100-104","°f","hot_tub","unspecified","CARRIED_CONTEXT","AMBIGUOUS","","yes"
"ec-unit-fahrenheit-0371","unit-fahrenheit","LSI temperature factor tables use °F.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-celsius-0372","unit-celsius","Celsius is the SI standard for temperature.","taxonomy_definition_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-minutes-0373","unit-minutes","Minutes are used in pool chemistry for: turnover rate calculations (Volume in gallons / GPM = turnover time in minutes), wait times after chemical additions, and filtration cycle timing.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-hours-0374","unit-hours","Hours are the standard unit for expressing pool turnover time, pump daily run time, and wait times for chemical balancing.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-hours-0375","unit-hours","PHTA recommends a maximum 8-hour turnover time for residential pools.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-days-0376","unit-days","Days are used for maintenance scheduling (test twice per week, shock weekly), CYA dissolution time (24–48 days), water change intervals for hot tubs (every 90 days), and chemical activity timelines.","numeric_chemistry_claim","cyanuric_acid","24-48","days","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-unit-weeks-0377","unit-weeks","Weeks are the standard interval for pool maintenance activities: weekly water testing, weekly shock treatment (optional), weekly brushing and vacuuming, and weekly filter checks.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-unit-months-0378","unit-months","Monthly intervals are used for: calcium hardness and CYA testing (monthly), hot tub water changes (every 3–4 months), filter inspection, and salt level verification.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
